open_time,close_time,strat,dir,entry,exit,lots,pnl,commission,swap,market_state_on_open,liquidity_score_on_open,slippage,exec_ms,was_limit
2026.02.23 14:23:15,2026.02.23 14:24:37,EMA,-1,5152.12000,5149.86000,0.01,2.26,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.23 14:24:36,2026.02.23 14:28:27,EMA,1,5149.92000,5147.85000,0.01,-2.07,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.23 14:30:15,2026.02.23 14:31:18,EMA,-1,5150.40000,5152.41000,0.01,-2.01,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.23 14:32:24,2026.02.23 14:37:29,EMA,1,5151.23000,5153.35000,0.01,2.12,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 11:16:39,2026.02.24 11:18:00,EMA,-1,5174.84000,5171.68000,0.01,3.16,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 11:36:26,2026.02.24 11:36:39,EMA,-1,5168.57000,5170.57000,0.01,-2.00,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 11:43:13,2026.02.24 11:43:39,EMA,-1,5170.29000,5172.27000,0.01,-1.98,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 11:50:36,2026.02.24 11:57:32,EMA,-1,5171.04000,5173.00000,0.01,-1.96,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 12:15:28,2026.02.24 12:18:15,EMA,1,5173.70000,5175.40000,0.01,1.70,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 12:19:29,2026.02.24 12:22:16,EMA,1,5173.89000,5175.49000,0.01,1.60,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 12:17:17,2026.02.24 12:22:17,EMA,-1,5173.90000,5175.95000,0.01,-2.05,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 12:13:26,2026.02.24 12:22:18,EMA,-1,5174.16000,5176.15000,0.01,-1.99,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 12:31:00,2026.02.24 12:33:30,EMA,-1,5170.28000,5167.34000,0.01,2.94,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.24 15:11:01,2026.02.24 15:12:39,EMA,-1,5160.86000,5157.15000,0.01,3.71,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.25 11:12:00,2026.02.25 11:14:27,EMA,1,5187.01000,5184.90000,0.01,-2.11,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.25 11:16:00,2026.02.25 11:16:40,EMA,-1,5182.95000,5185.01000,0.01,-2.06,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.25 11:53:34,2026.02.25 11:55:01,EMA,1,5192.28000,5190.31000,0.01,-1.97,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.25 11:56:29,2026.02.25 11:57:34,EMA,-1,5189.26000,5191.26000,0.01,-2.00,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.25 12:02:26,2026.02.25 12:03:39,EMA,1,5192.07000,5190.12000,0.01,-1.95,-0.03,0.00,0,0.00,0.00000,0,0
2026.02.26 11:07:38,2026.02.26 11:11:25,EMA,-1,5177.54000,5179.63000,0.01,-2.09,-0.03,0.00,0,0.00,0.00000,0,0
